CURSO;UNIVERSIDAD;PETICION;GRADO;CENTRO;AREA;GENERAL
2022;ALMERIA;125504;ADMINISTRACION Y DIRECCION DE EMPRESAS;FACULTAD CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;ALMERIA;125601;ADMINISTRACION Y DIRECCION DE EMPRESAS + DERECHO;FACULTAD CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;8,986
2022;ALMERIA;126702;BIOTECNOLOGIA;FACULTAD DE CIENCIAS EXPERIMENTALES;C;10,480
2022;ALMERIA;127005;CIENCIAS AMBIENTALES;FACULTAD DE CIENCIAS EXPERIMENTALES;C;5,000
2022;ALMERIA;127501;CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;11,211
2022;ALMERIA;129509;DERECHO;FACULTAD DE DERECHO;SYJ;5,000
2022;ALMERIA;129606;DERECHO + GESTION Y ADM. PUB.;FACULTAD DE DERECHO;SYJ;5,970
2022;ALMERIA;130005;ECONOMIA;FACULTAD CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;ALMERIA;130102;ECONOMIA + MATEMATICAS;FACULTAD DE CIENCIAS EXPERIMENTALES;SIN;11,828
2022;ALMERIA;145505;EDUCACION INFANTIL;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;7,295
2022;ALMERIA;146509;EDUCACION PRIMARIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,500
2022;ALMERIA;146800;EDUCACION PRIMARIA + EDUCACION INFANTIL;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,650
2022;ALMERIA;102200;EDUCACION SOCIAL;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;7,080
2022;ALMERIA;102502;ENFERMERIA;FACULTAD DE CIENCIAS DE LA SALUD;SD;11,810
2022;ALMERIA;134506;ESTUDIOS INGLESES;FACULTAD DE HUMANIDADES;AYH;5,000
2022;ALMERIA;134700;ESTUDIOS INGLESES + FILOLOGIA HISPANICA;FACULTAD DE HUMANIDADES;AYH;5,000
2022;ALMERIA;134001;FILOLOGIA HISPANICA;FACULTAD DE HUMANIDADES;AYH;5,000
2022;ALMERIA;102006;FINANZAS Y CONTABILIDAD;FACULTAD CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;ALMERIA;103506;FISIOTERAPIA;FACULTAD DE CIENCIAS DE LA SALUD;SD;11,141
2022;ALMERIA;104003;GESTION Y ADMINISTRACION PUBLICA;FACULTAD DE DERECHO;SYJ;5,000
2022;ALMERIA;137507;HISTORIA;FACULTAD DE HUMANIDADES;AYH;5,000
2022;ALMERIA;137701;HISTORIA + HUMANIDADES;FACULTAD DE HUMANIDADES;AYH;5,000
2022;ALMERIA;138500;HUMANIDADES;FACULTAD DE HUMANIDADES;AYH;5,000
2022;ALMERIA;122007;INGENIERIA AGRICOLA;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;ALMERIA;112508;INGENIERIA ELECTRICA;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;ALMERIA;113005;INGENIERIA ELECTRONICA INDUSTRIAL;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;ALMERIA;123507;INGENIERIA INFORMATICA;ESCUELA SUPERIOR DE INGENIERIA;IYA;7,995
2022;ALMERIA;113501;INGENIERIA MECANICA;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;ALMERIA;114009;INGENIERIA QUIMICA INDUSTRIAL;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;ALMERIA;149003;MARKETING E INVESTIGACION DE MERCADOS;FACULTAD CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;7,026
2022;ALMERIA;139008;MATEMATICAS;FACULTAD DE CIENCIAS EXPERIMENTALES;C;11,783
2022;ALMERIA;139504;MEDICINA;FACULTAD DE CIENCIAS DE LA SALUD;SD;13,205
2022;ALMERIA;141500;PSICOLOGIA;FACULTAD DE PSICOLOGIA;SD;9,902
2022;ALMERIA;142504;QUIMICA;FACULTAD DE CIENCIAS EXPERIMENTALES;C;5,000
2022;ALMERIA;108008;RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE DERECHO;SYJ;5,000
2022;ALMERIA;108519;TRABAJO SOCIAL;FACULTAD DE PSICOLOGIA;SYJ;6,613
2022;ALMERIA;108706;TURISMO;FACULTAD CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;CADIZ;225521;ADMINISTRACION Y DIRECCION DE EMPRESAS;FAC. CC. ECONOMICAS Y EMPRESARIALES (SEDE ALGECIRAS);SYJ;5,000
2022;CADIZ;225502;ADMINISTRACION Y DIRECCION DE EMPRESAS;FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;CADIZ;225517;ADMINISTRACION Y DIRECCION DE EMPRESAS;FAC. CIENCIAS. ECON. Y EMP. (SEDE JEREZ);SYJ;5,000
2022;CADIZ;225614;ADMINISTRACION Y DIRECCION DE EMPRESAS + DERECHO;FAC. CIENCIAS. ECON. Y EMP. (SEDE JEREZ);SYJ;5,000
2022;CADIZ;225901;ADMINISTRACION Y DIRECCION DE EMPRESAS + FINANZAS Y CONTABILIDAD;FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;CADIZ;224207;ARQUITECTURA NAVAL E INGENIERIA MARITIMA;ESCUELA DE INGENIERIA NAVAL Y OCEANICA;IYA;5,000
2022;CADIZ;226700;BIOTECNOLOGIA;FACULTAD DE CIENCIAS;C;11,846
2022;CADIZ;227003;CIENCIAS AMBIENTALES;FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES;C;5,000
2022;CADIZ;227100;CIENCIAS AMBIENTALES + CIENCIAS DEL MAR;FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES;C;5,000
2022;CADIZ;227501;CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;11,362
2022;CADIZ;228007;CIENCIAS DEL MAR;FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES;C;5,000
2022;CADIZ;228104;CIENCIAS DEL MAR + CIENCIAS AMBIENTALES;FACULTAD DE CIENCIAS DEL MAR Y AMBIENTALES;C;5,000
2022;CADIZ;292801;CRIMINOLOGIA Y SEGURIDAD;FACULTAD DE DERECHO;SYJ;10,100
2022;CADIZ;229507;DERECHO;FACULTAD DE DERECHO;SYJ;7,920
2022;CADIZ;229511;DERECHO;FACULTAD DE DERECHO (SEDE ALGECIRAS);SYJ;5,000
2022;CADIZ;292909;DERECHO + CRIMINOLOGIA Y SEGURIDAD;FACULTAD DE DERECHO;SYJ;11,468
2022;CADIZ;229906;DERECHO + RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE DERECHO (SEDE ALGECIRAS);SYJ;5,000
2022;CADIZ;245503;EDUCACION INFANTIL;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,420
2022;CADIZ;245518;EDUCACION INFANTIL;CENTRO MAGISTERIO  VIRGEN DE EUROPA  (ADSCRITO) (LA LINEA);SYJ;5,000
2022;CADIZ;246511;EDUCACION PRIMARIA;CENTRO MAGISTERIO  VIRGEN DE EUROPA  (ADSCRITO) (LA LINEA);SYJ;5,000
2022;CADIZ;246507;EDUCACION PRIMARIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;9,721
2022;CADIZ;202515;ENFERMERIA;FACULTAD DE ENFERMERIA  (ALGECIRAS);SD;11,481
2022;CADIZ;202500;ENFERMERIA;FACULTAD DE ENFERMERIA Y FISIOTERAPIA;SD;12,030
2022;CADIZ;202549;ENFERMERIA;CENTRO UNIVERSITARIO DE ENFERMERIA  SALUS INFIRMORUM  (ADS);SD;11,297
2022;CADIZ;202534;ENFERMERIA;FACULTAD DE ENFERMERIA Y FISIOTERAPIA (JEREZ);SD;12,023
2022;CADIZ;297001;ENOLOGIA;FACULTAD DE CIENCIAS;C;5,000
2022;CADIZ;231503;ESTUDIOS ARABES E ISLAMICOS;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;231600;ESTUDIOS ARABES E ISLAMICOS + ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;9,460
2022;CADIZ;233004;ESTUDIOS FRANCESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;233101;ESTUDIOS FRANCESES + ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;7,040
2022;CADIZ;234504;ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;232000;FILOLOGIA CLASICA;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;232108;FILOLOGIA CLASICA + ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;234008;FILOLOGIA HISPANICA;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;234105;FILOLOGIA HISPANICA + ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;10,915
2022;CADIZ;202004;FINANZAS Y CONTABILIDAD;FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;CADIZ;202101;FINANZAS Y CONTABILIDAD + RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;5,000
2022;CADIZ;203504;FISIOTERAPIA;FACULTAD DE ENFERMERIA Y FISIOTERAPIA;SD;11,850
2022;CADIZ;204016;GESTION Y ADMINISTRACION PUBLICA;FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACION (JEREZ);SYJ;5,000
2022;CADIZ;237505;HISTORIA;FACULTAD DE FILOSOFIA Y LETRAS;AYH;6,256
2022;CADIZ;238509;HUMANIDADES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;221702;INGENIERIA AEROESPACIAL;ESCUELA SUPERIOR DE INGENIERIA;IYA;11,367
2022;CADIZ;222501;INGENIERIA CIVIL;ESCUELA POLITECNICA SUPERIOR (ALGECIRAS);IYA;5,000
2022;CADIZ;212525;INGENIERIA ELECTRICA;ESCUELA POLITECNICA SUPERIOR (ALGECIRAS);IYA;5,000
2022;CADIZ;212506;INGENIERIA ELECTRICA;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;CADIZ;212721;INGENIERIA ELECTRICA + ING. ELECTRONICA INDUSTRIAL;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;CADIZ;213003;INGENIERIA ELECTRONICA INDUSTRIAL;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;CADIZ;213022;INGENIERIA ELECTRONICA INDUSTRIAL;ESCUELA POLITECNICA SUPERIOR (ALGECIRAS);IYA;5,000
2022;CADIZ;211200;INGENIERIA EN DISENO INDUSTRIAL Y DESARROLLO DEL PRODUCTO;ESCUELA SUPERIOR DE INGENIERIA;IYA;6,974
2022;CADIZ;223013;INGENIERIA EN TECNOLOGIAS INDUSTRIALES;ESCUELA POLITECNICA SUPERIOR (ALGECIRAS);IYA;5,000
2022;CADIZ;223009;INGENIERIA EN TECNOLOGIAS INDUSTRIALES;ESCUELA SUPERIOR DE INGENIERIA;IYA;5,000
2022;CADIZ;223505;INGENIERIA INFORMATICA;ESCUELA SUPERIOR DE INGENIERIA;IYA;9,766
2022;CADIZ;213529;INGENIERIA MECANICA;ESCUELA POLITECNICA SUPERIOR (ALGECIRAS);IYA;5,000
2022;CADIZ;213501;INGENIERIA MECANICA;ESCUELA SUPERIOR DE INGENIERIA;IYA;7,105
2022;CADIZ;212808;INGENIERIA MECANICA + INGENIERIA ELECTRICA;ESCUELA SUPERIOR DE INGENIERIA;IYA;11,350
2022;CADIZ;211308;INGENIERIA MECANICA + INGENIERIA EN DISENO INDUSTRIAL Y DESARROLLO DEL PRODUCTO;ESCUELA SUPERIOR DE INGENIERIA;IYA;11,709
2022;CADIZ;224509;INGENIERIA QUIMICA;FACULTAD DE CIENCIAS;IYA;5,000
2022;CADIZ;224606;INGENIERIA QUIMICA + BIOTECNOLOGIA;FACULTAD DE CIENCIAS;SIN;12,013
2022;CADIZ;294507;INGENIERIA RADIOELECTRONICA;ESCUELA DE INGENIERIAS MARINA, NAUTICA Y RADIOELECTRICA;IYA;5,000
2022;CADIZ;295004;LINGUISTICA Y LENGUAS APLICADAS;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;295104;LINGUISTICA Y LENGUAS APLICADAS + ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CADIZ;293007;MARINA;ESCUELA DE INGENIERIAS MARINA, NAUTICA Y RADIOELECTRICA;IYA;5,000
2022;CADIZ;249109;MARKETING E INVESTIG. DE MERCADOS+TURISMO;FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACION (JEREZ);SYJ;5,000
2022;CADIZ;249001;MARKETING E INVESTIGACION DE MERCADOS;FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACION (JEREZ);SYJ;5,000
2022;CADIZ;239006;MATEMATICAS;FACULTAD DE CIENCIAS;C;11,925
2022;CADIZ;239103;MATEMATICAS + INGENIERIA INFORMATICA;FACULTAD DE CIENCIAS;SIN;12,717
2022;CADIZ;239502;MEDICINA;FACULTAD DE MEDICINA;SD;13,299
2022;CADIZ;293503;NAUTICA Y TRANSPORTE MARITIMO;ESCUELA DE INGENIERIAS MARINA, NAUTICA Y RADIOELECTRICA;IYA;7,188
2022;CADIZ;241509;PSICOLOGIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SD;11,400
2022;CADIZ;242006;PUBLICIDAD Y RELACIONES PUBLICAS;FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACION (JEREZ);SYJ;8,000
2022;CADIZ;242200;PUBLICIDAD Y RELACIONES PUBLICAS + MARKETING E INVESTIGACION DE MERCADOS;FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACION (JEREZ);SYJ;11,350
2022;CADIZ;242103;PUBLICIDAD Y RELACIONES PUBLICAS + TURISMO;FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACION (JEREZ);SYJ;6,266
2022;CADIZ;242502;QUIMICA;FACULTAD DE CIENCIAS;C;5,000
2022;CADIZ;242804;QUIMICA + ENOLOGIA;FACULTAD DE CIENCIAS;C;5,000
2022;CADIZ;208006;RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE CIENCIAS DEL TRABAJO;SYJ;5,000
2022;CADIZ;208010;RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE CIENCIAS DEL TRABAJO (ALG);SYJ;5,000
2022;CADIZ;208502;TRABAJO SOCIAL;FACULTAD DE CIENCIAS DEL TRABAJO (SEDE  JEREZ);SYJ;7,360
2022;CADIZ;208730;TURISMO;FACULTAD DE CIENCIAS SOCIALES Y DE LA COMUNICACION (JEREZ);SYJ;5,000
2022;CORDOBA;325515;ADMINISTRACION Y DIRECCION DE EMPRESAS;FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.;SYJ;9,248
2022;CORDOBA;325608;ADMINISTRACION Y DIRECCION DE EMPRESAS + DERECHO;FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.;SYJ;9,081
2022;CORDOBA;326504;BIOLOGIA;FACULTAD DE CIENCIAS;C;8,280
2022;CORDOBA;392001;BIOQUIMICA;FACULTAD DE CIENCIAS;C;10,691
2022;CORDOBA;326709;BIOTECNOLOGIA;FACULTAD DE CIENCIAS;C;10,061
2022;CORDOBA;392508;CIENCIA Y TECNOLOGIA DE LOS ALIMENTOS;FACULTAD DE VETERINARIA;C;5,000
2022;CORDOBA;327001;CIENCIAS AMBIENTALES;FACULTAD DE CIENCIAS;C;5,000
2022;CORDOBA;354007;CINE Y CULTURA;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CORDOBA;354011;CINE Y CULTURA (modalidad no presencial);FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CORDOBA;329505;DERECHO;FACULTAD DE DERECHO Y CC. ECON. Y EMPRES.;SYJ;5,000
2022;CORDOBA;345516;EDUCACION INFANTIL;CENTRO MAGISTERIO SAGRADO CORAZON (ADS);SYJ;5,000
2022;CORDOBA;345501;EDUCACION INFANTIL;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,286
2022;CORDOBA;345520;EDUCACION INFANTIL (ITINERARIO BILINGUE);FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;5,000
2022;CORDOBA;346505;EDUCACION PRIMARIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,880
2022;CORDOBA;346511;EDUCACION PRIMARIA;CENTRO MAGISTERIO SAGRADO CORAZON (ADS);SYJ;5,000
2022;CORDOBA;346524;EDUCACION PRIMARIA (ITINERARIO BILINGUE);FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,758
2022;CORDOBA;347100;EDUCACION PRIMARIA (ITINERARIO BILINGUE) + ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;SIN;9,619
2022;CORDOBA;302207;EDUCACION SOCIAL;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,966
2022;CORDOBA;302509;ENFERMERIA;FACULTAD DE MEDICINA Y ENFERMERIA;SD;12,450
2022;CORDOBA;397001;ENOLOGIA;E.T.S. INGENIERIA AGRONOMICA Y DE MONTES;C;5,000
2022;CORDOBA;397107;ENOLOGIA + INGENIERIA AGROALIMENTARIA Y DEL MEDIO RURAL;E.T.S. INGENIERIA AGRONOMICA Y DE MONTES;SIN;5,000
2022;CORDOBA;334502;ESTUDIOS INGLESES;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CORDOBA;334006;FILOLOGIA HISPANICA;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CORDOBA;336003;FISICA;FACULTAD DE CIENCIAS;C;9,830
2022;CORDOBA;303517;FISIOTERAPIA;FISIDEC - FISIOTERAPIA, INVESTIGACION Y DEPORTE DE CORDOBA (ADS);SD;5,000
2022;CORDOBA;303502;FISIOTERAPIA;FACULTAD DE MEDICINA Y ENFERMERIA;SD;12,050
2022;CORDOBA;349506;GESTION CULTURAL;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CORDOBA;337503;HISTORIA;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CORDOBA;337600;HISTORIA + HISTORIA DEL ARTE;FACULTAD DE FILOSOFIA Y LETRAS;AYH;10,948
2022;CORDOBA;338000;HISTORIA DEL ARTE;FACULTAD DE FILOSOFIA Y LETRAS;AYH;5,000
2022;CORDOBA;322003;INGENIERIA AGROALIMENTARIA Y DEL MEDIO RURAL;E.T.S. INGENIERIA AGRONOMICA Y DE MONTES;IYA;5,000
2022;CORDOBA;322500;INGENIERIA CIVIL;ESCUELA POLITECNICA SUPERIOR DE BELMEZ;IYA;5,000
2022;CORDOBA;322607;INGENIERIA CIVIL + ADMINISTRACION Y DIRECCION DE EMPRESAS;ESCUELA POLITECNICA SUPERIOR DE BELMEZ;SIN;5,000
2022;CORDOBA;322704;INGENIERIA CIVIL + INGENIERIA DE LA ENERGIA Y RECURSOS MINERALES;ESCUELA POLITECNICA SUPERIOR DE BELMEZ;IYA;5,000
2022;CORDOBA;322514;INGENIERIA CIVIL (SEMIPRESENCIAL);ESCUELA POLITECNICA SUPERIOR DE BELMEZ;IYA;5,000
2022;CORDOBA;323708;INGENIERIA DE LA ENERGIA Y RECURSOS MINERALES;ESCUELA POLITECNICA SUPERIOR DE BELMEZ;IYA;5,000
