CURSO;UNIVERSIDAD;PETICION;GRADO;CENTRO;AREA;GENERAL
2022;SEVILLA;827528;CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SYJ;8,918
2022;SEVILLA;829014;COMUNICACION AUDIOVISUAL;CENTRO DE ESTUDIOS UNIVERSITARIOS EUSA (ADSCRITO);SYJ;5,000
2022;SEVILLA;829001;COMUNICACION AUDIOVISUAL;FACULTAD DE COMUNICACION;SYJ;9,285
2022;SEVILLA;826203;CONSERVACION Y RESTAURACION DE BIENES CULTURALES;FACULTAD DE BELLAS ARTES;AYH;7,740
2022;SEVILLA;892601;CRIMINOLOGIA;FACULTAD DE DERECHO;SYJ;10,942
2022;SEVILLA;829510;DERECHO;CENTRO ESTUDIOS UNIVERSITARIO  CARDENAL SPINOLA  (ADS.);SYJ;5,000
2022;SEVILLA;829506;DERECHO;FACULTAD DE DERECHO;SYJ;9,989
2022;SEVILLA;851600;DERECHO + ECONOMIA;FAC.  DE DERECHO Y FAC.  DE CC. ECON. Y EMPRESARIALES;SYJ;13,137
2022;SEVILLA;829808;DERECHO + FILOSOFIA;FACULTAD DE DERECHO;SIN;10,445
2022;SEVILLA;829700;DERECHO + FINANZAS Y CONTABILIDAD;FACULTAD DE DERECHO;SYJ;10,684
2022;SEVILLA;830002;ECONOMIA;FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;9,086
2022;SEVILLA;801014;EDIFICACION (antes Arquitectura TEcnica);ESCUELA TECNICA SUPERIOR DE INGENIERIA DE EDIFICACION;IYA;5,000
2022;SEVILLA;845502;EDUCACION INFANTIL;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;10,800
2022;SEVILLA;845521;EDUCACION INFANTIL;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SYJ;5,000
2022;SEVILLA;845517;EDUCACION INFANTIL;CENTRO ESTUDIOS UNIVERSITARIO  CARDENAL SPINOLA  (ADS.);SYJ;5,000
2022;SEVILLA;845614;EDUCACION INFANTIL + EDUCACION PRIMARIA;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SYJ;5,000
2022;SEVILLA;845601;EDUCACION INFANTIL + EDUCACION PRIMARIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;13,336
2022;SEVILLA;846531;EDUCACION PRIMARIA;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SYJ;5,000
2022;SEVILLA;846506;EDUCACION PRIMARIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;10,463
2022;SEVILLA;846525;EDUCACION PRIMARIA;CENTRO ESTUDIOS UNIVERSITARIO  CARDENAL SPINOLA  (ADS.);SYJ;5,000
2022;SEVILLA;846603;EDUCACION PRIMARIA + ESTUDIOS FRANCESES;FACULTAD DE CIENCIAS DE LA EDUCACION-FACULTAD DE FILOLOGIA;SIN;10,312
2022;SEVILLA;802501;ENFERMERIA;FACULTAD DE ENFER., FISIOT. Y PODOL.;SD;12,543
2022;SEVILLA;802552;ENFERMERIA;CENTRO DE ENFERMERIA DE SAN JUAN DE DIOS (ADS.);SD;11,729
2022;SEVILLA;802514;ENFERMERIA;CENTRO DE ENFERMERIA DE LA CRUZ ROJA (ADS.);SD;11,860
2022;SEVILLA;802533;ENFERMERIA;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SD;11,420
2022;SEVILLA;803007;ESTADISTICA;FACULTAD DE MATEMATICAS;C;12,007
2022;SEVILLA;831502;ESTUDIOS ARABES E ISLAMICOS;FACULTAD DE FILOLOGIA;AYH;5,000
2022;SEVILLA;850501;ESTUDIOS DE ASIA ORIENTAL;FACULTAD DE FILOSOFIA;AYH;7,878
2022;SEVILLA;833003;ESTUDIOS FRANCESES;FACULTAD DE FILOLOGIA;AYH;5,000
2022;SEVILLA;834503;ESTUDIOS INGLESES;FACULTAD DE FILOLOGIA;AYH;7,691
2022;SEVILLA;830509;FARMACIA;FACULTAD DE FARMACIA;SD;10,720
2022;SEVILLA;830606;FARMACIA + OPTICA Y OPTOMETRIA;FACULTAD DE FARMACIA;SD;12,866
2022;SEVILLA;832001;FILOLOGIA CLASICA;FACULTAD DE FILOLOGIA;AYH;5,000
2022;SEVILLA;834201;FILOLOGIA CLASICA + FILOLOGIA HISPANICA;FACULTAD DE FILOLOGIA;AYH;12,929
2022;SEVILLA;834007;FILOLOGIA HISPANICA;FACULTAD DE FILOLOGIA;AYH;5,000
2022;SEVILLA;835507;FILOSOFIA;FACULTAD DE FILOSOFIA;AYH;5,000
2022;SEVILLA;802003;FINANZAS Y CONTABILIDAD;FACULTAD DE TURISMO Y FINANZAS;SYJ;5,000
2022;SEVILLA;802018;FINANZAS Y CONTABILIDAD;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SYJ;5,000
2022;SEVILLA;802100;FINANZAS Y CONTABILIDAD + RELACIONES LABORALES Y RECURSOS HUMANOS;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SYJ;5,000
2022;SEVILLA;802115;FINANZAS Y CONTABILIDAD + RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE CIENCIAS DEL TRABAJO;SYJ;5,000
2022;SEVILLA;802022;FINANZAS Y CONTABILIDAD (GRUPO EN INGLES);FACULTAD DE TURISMO Y FINANZAS;SYJ;5,000
2022;SEVILLA;836004;FISICA;FACULTAD DE FISICA;C;11,880
2022;SEVILLA;836101;FISICA + INGENIERIA DE MATERIALES;FACULTAD DE FISICA;SIN;12,177
2022;SEVILLA;839404;FISICA + MATEMATICAS;FACULTAD DE MATEMATICAS;C;13,695
2022;SEVILLA;803518;FISIOTERAPIA;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SD;10,280
2022;SEVILLA;803503;FISIOTERAPIA;FACULTAD DE ENFERMERIA, FISIOTERAPIA Y PODOLOGIA;SD;12,402
2022;SEVILLA;803615;FISIOTERAPIA + CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SIN;11,323
2022;SEVILLA;803600;FISIOTERAPIA + CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;FACULTAD DE CIENCIAS DE LA EDUCACION;SIN;13,280
2022;SEVILLA;800502;FUNDAMENTOS DE ARQUITECTURA;ESCUELA TECNICA SUPERIOR DE ARQUITECTURA;IYA;9,071
2022;SEVILLA;836705;GEOGRAFIA Y GESTION DEL TERRITORIO;FACULTAD DE GEOGRAFIA E HISTORIA;SYJ;5,000
2022;SEVILLA;836901;GEOGRAFIA Y GESTION DEL TERRITORIO + HISTORIA;FACULTAD DE GEOGRAFIA E HISTORIA;AYH;8,027
2022;SEVILLA;837504;HISTORIA;FACULTAD DE GEOGRAFIA E HISTORIA;AYH;6,460
2022;SEVILLA;838001;HISTORIA DEL ARTE;FACULTAD DE GEOGRAFIA E HISTORIA;AYH;5,000
2022;SEVILLA;821701;INGENIERIA AEROESPACIAL;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;12,652
2022;SEVILLA;822004;INGENIERIA AGRICOLA;E.T.S. INGENIERIA AGRONOMICA;IYA;5,000
2022;SEVILLA;822209;INGENIERIA AGRICOLA (US) + CIENCIAS AMBIENTALES (UPO);E.T.S. INGENIERIA AGRONOMICA;SIN;5,000
2022;SEVILLA;822500;INGENIERIA CIVIL;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;5,000
2022;SEVILLA;816801;INGENIERIA DE LA ENERGIA;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;8,409
2022;SEVILLA;850003;INGENIERIA DE LA SALUD;ESCUELA TECNICA SUPERIOR DE INGENIERIA INFORMATICA;IYA;9,175
2022;SEVILLA;891300;INGENIERIA DE MATERIALES;FACULTAD DE FISICA;IYA;5,000
2022;SEVILLA;895501;INGENIERIA DE ORGANIZACION INDUSTRIAL;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;10,811
2022;SEVILLA;825005;INGENIERIA DE TECNOLOGIAS DE TELECOMUNICACION;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;5,000
2022;SEVILLA;812505;INGENIERIA ELECTRICA;ESCUELA POLITECNICA SUPERIOR;IYA;5,000
2022;SEVILLA;812701;INGENIERIA ELECTRICA + ING. ELECTRONICA INDUSTRIAL;ESCUELA POLITECNICA SUPERIOR;IYA;8,366
2022;SEVILLA;813002;INGENIERIA ELECTRONICA INDUSTRIAL;ESCUELA POLITECNICA SUPERIOR;IYA;5,000
2022;SEVILLA;813017;INGENIERIA ELECTRONICA, ROBOTICA Y MECATRONICA;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;11,571
2022;SEVILLA;811201;INGENIERIA EN DISENO INDUSTRIAL Y DESARROLLO DEL PRODUCTO;ESCUELA POLITECNICA SUPERIOR;IYA;9,928
2022;SEVILLA;823008;INGENIERIA EN TECNOLOGIAS INDUSTRIALES;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;9,575
2022;SEVILLA;815001;INGENIERIA INFORMATICA. INGENIERIA DE COMPUTADORES;ESCUELA TECNICA SUPERIOR DE INGENIERIA INFORMATICA;IYA;8,923
2022;SEVILLA;814502;INGENIERIA INFORMATICA. INGENIERIA DEL SOFTWARE;ESCUELA TECNICA SUPERIOR DE INGENIERIA INFORMATICA;IYA;11,180
2022;SEVILLA;814517;INGENIERIA INFORMATICA. INGENIERIA DEL SOFTWARE (GRUPO EN INGLES);ESCUELA TECNICA SUPERIOR DE INGENIERIA INFORMATICA;IYA;12,779
2022;SEVILLA;823504;INGENIERIA INFORMATICA. TECNOLOGIA INFORMATICA;ESCUELA TECNICA SUPERIOR DE INGENIERIA INFORMATICA;IYA;9,375
2022;SEVILLA;823301;INGENIERIA INFORMATICA. TECNOLOGIA INFORMATICA + MATEMATICAS;ESCUELA TECNICA SUPERIOR DE INGENIERIA INFORMATICA;SIN;13,470
2022;SEVILLA;813509;INGENIERIA MECANICA;ESCUELA POLITECNICA SUPERIOR;IYA;6,911
2022;SEVILLA;812807;INGENIERIA MECANICA + INGENIERIA ELECTRICA;ESCUELA POLITECNICA SUPERIOR;IYA;11,400
2022;SEVILLA;811307;INGENIERIA MECANICA + INGENIERIA EN DISENO INDUSTRIAL Y DESARROLLO DEL PRODUCTO;ESCUELA POLITECNICA SUPERIOR;IYA;12,564
2022;SEVILLA;824508;INGENIERIA QUIMICA;ESCUELA TECNICA SUPERIOR DE INGENIERIA;IYA;5,000
2022;SEVILLA;814006;INGENIERIA QUIMICA INDUSTRIAL;ESCUELA POLITECNICA SUPERIOR;IYA;5,000
2022;SEVILLA;831200;LENGUA Y LITERATURA ALEMANAS;FACULTAD DE FILOLOGIA;AYH;5,000
2022;SEVILLA;831308;LENGUA Y LITERATURA ALEMANAS + EDUCACION PRIMARIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SIN;7,493
2022;SEVILLA;849008;MARKETING E INVESTIGACION DE MERCADOS;FACULTAD DE CIENCIAS ECONOMICAS Y EMPRESARIALES;SYJ;11,000
2022;SEVILLA;839005;MATEMATICAS;FACULTAD DE MATEMATICAS;C;12,060
2022;SEVILLA;839307;MATEMATICAS + ESTADISTICA;FACULTAD DE MATEMATICAS;C;13,316
2022;SEVILLA;839501;MEDICINA;FACULTAD DE MEDICINA;SD;13,442
2022;SEVILLA;840008;ODONTOLOGIA;FACULTAD DE ODONTOLOGIA;SD;12,994
2022;SEVILLA;806504;OPTICA Y OPTOMETRIA;FACULTAD DE FARMACIA;SD;7,920
2022;SEVILLA;840504;PEDAGOGIA;FACULTAD DE CIENCIAS DE LA EDUCACION;SYJ;8,750
2022;SEVILLA;841016;PERIODISMO;CENTRO DE ESTUDIOS UNIVERSITARIOS EUSA (ADSCRITO);SYJ;5,000
2022;SEVILLA;841001;PERIODISMO;FACULTAD DE COMUNICACION;SYJ;6,620
2022;SEVILLA;841113;PERIODISMO + COMUNICACION AUDIOVISUAL;CENTRO DE ESTUDIOS UNIVERSITARIOS EUSA (ADSCRITO);SYJ;5,000
2022;SEVILLA;841109;PERIODISMO + COMUNICACION AUDIOVISUAL;FACULTAD DE COMUNICACION;SYJ;13,178
2022;SEVILLA;807001;PODOLOGIA;FACULTAD DE ENFERMERIA, FISIOTERAPIA Y PODOLOGIA;SD;10,310
2022;SEVILLA;841508;PSICOLOGIA;FACULTAD DE PSICOLOGIA;SD;11,645
2022;SEVILLA;842010;PUBLICIDAD Y RELACIONES PUBLICAS;CENTRO DE ESTUDIOS UNIVERSITARIOS EUSA (ADSCRITO);SYJ;5,000
2022;SEVILLA;842005;PUBLICIDAD Y RELACIONES PUBLICAS;FACULTAD DE COMUNICACION;SYJ;10,311
2022;SEVILLA;842501;QUIMICA;FACULTAD DE QUIMICA;C;5,000
2022;SEVILLA;842405;QUIMICA + INGENIERIA DE MATERIALES;FACULTAD DE QUIMICA;SIN;7,278
2022;SEVILLA;808011;RELACIONES LABORALES Y RECURSOS HUMANOS;CENTRO UNIVERSITARIO DE OSUNA (ADS.);SYJ;5,000
2022;SEVILLA;808005;RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE CIENCIAS DEL TRABAJO;SYJ;5,000
2022;SEVILLA;808710;TURISMO;FACULTAD DE TURISMO Y FINANZAS;SYJ;5,000
2022;SEVILLA;808706;TURISMO;CENTRO DE ESTUDIOS UNIVERSITARIOS EUSA (ADSCRITO);SYJ;5,000
2022;SEVILLA;808725;TURISMO (GRUPO EN INGLES);FACULTAD DE TURISMO Y FINANZAS;SYJ;5,000
2022;P. OLAVIDE;925529;ADMINISTRACION Y DIRECCION DE EMPRESAS;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SYJ;5,000
2022;P. OLAVIDE;925501;ADMINISTRACION Y DIRECCION DE EMPRESAS;FACULTAD CIENCIAS EMPRESARIALES;SYJ;9,948
2022;P. OLAVIDE;925626;ADMINISTRACION Y DIRECCION DE EMPRESAS + DERECHO;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SYJ;5,000
2022;P. OLAVIDE;925607;ADMINISTRACION Y DIRECCION DE EMPRESAS + DERECHO;FACULTAD CIENCIAS EMPRESARIALES + DERECHO;SYJ;11,515
2022;P. OLAVIDE;925611;ADMINISTRACION Y DIRECCION DE EMPRESAS + DERECHO (grupo formacion bilingue);FACULTAD CIENCIAS EMPRESARIALES + DERECHO;SYJ;12,253
2022;P. OLAVIDE;925514;ADMINISTRACION Y DIRECCION DE EMPRESAS (grupo formaciOn en ingles);FACULTAD CIENCIAS EMPRESARIALES;SYJ;11,970
2022;P. OLAVIDE;951005;ANALISIS ECONOMICO;FACULTAD CIENCIAS EMPRESARIALES;SYJ;5,000
2022;P. OLAVIDE;926708;BIOTECNOLOGIA;FACULTAD CIENCIAS EXPERIMENTALES;C;12,717
2022;P. OLAVIDE;927000;CIENCIAS AMBIENTALES;FACULTAD CIENCIAS EXPERIMENTALES;C;5,000
2022;P. OLAVIDE;927302;CIENCIAS AMBIENTALES + GEOGRAFIA E HISTORIA;FACULTAD CIENCIAS EXPERIMENTALES;SIN;5,000
2022;P. OLAVIDE;927511;CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SYJ;5,000
2022;P. OLAVIDE;927507;CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE;FACULTAD DE CIENCIAS DEL DEPORTE;SYJ;11,500
2022;P. OLAVIDE;928500;CIENCIAS POLITICAS Y DE LA ADMINISTRACION;FACULTAD DE DERECHO;SYJ;9,410
2022;P. OLAVIDE;929008;COMUNICACION;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SYJ;5,000
2022;P. OLAVIDE;929105;COMUNICACION + COMUNICACION DIGITAL;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SYJ;5,000
2022;P. OLAVIDE;929202;COMUNICACION DIGITAL;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SYJ;5,000
2022;P. OLAVIDE;992604;CRIMINOLOGIA;FACULTAD DE DERECHO;SYJ;10,948
2022;P. OLAVIDE;929504;DERECHO;FACULTAD DE DERECHO;SYJ;9,875
2022;P. OLAVIDE;929519;DERECHO;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SYJ;5,000
2022;P. OLAVIDE;929806;DERECHO + CIENCIAS POLITICAS Y DE LA ADMINISTRACION;FACULTAD DE DERECHO;SYJ;9,647
2022;P. OLAVIDE;951501;DERECHO + CRIMINOLOGIA;FACULTAD DE DERECHO;SYJ;12,588
2022;P. OLAVIDE;929709;DERECHO + FINANZAS Y CONTABILIDAD;FACULTAD DE DERECHO;SYJ;9,676
2022;P. OLAVIDE;929903;DERECHO + RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE DERECHO;SYJ;11,275
2022;P. OLAVIDE;929407;DERECHO Y BACHELOR OF LAWS (UNIVERSIDAD DE BAYREUTH);FACULTAD DE DERECHO;SYJ;5,000
2022;P. OLAVIDE;902206;EDUCACION SOCIAL;FACULTAD DE CIENCIAS SOCIALES;SYJ;9,040
2022;P. OLAVIDE;902001;FINANZAS Y CONTABILIDAD;FACULTAD CIENCIAS EMPRESARIALES;SYJ;5,000
2022;P. OLAVIDE;903516;FISIOTERAPIA;CENTRO UNIVERSITARIO SAN ISIDORO (ADS.);SD;5,000
2022;P. OLAVIDE;936801;GEOGRAFIA E HISTORIA;FACULTAD DE HUMANIDADES;AYH;5,000
2022;P. OLAVIDE;909503;GEOGRAFIA E HISTORIA + RELACIONES INTERNACIONALES;FACULTAD DE HUMANIDADES;SIN;12,577
2022;P. OLAVIDE;938506;HUMANIDADES;FACULTAD DE HUMANIDADES;AYH;5,000
2022;P. OLAVIDE;938808;HUMANIDADES + TRADUCCION E INTERPRETACION (INGLES);FACULTAD DE HUMANIDADES;AYH;5,000
2022;P. OLAVIDE;914500;INGENIERIA INFORMATICA EN SISTEMAS DE INFORMACION;ESCUELA POLITECNICA SUPERIOR;IYA;8,420
2022;P. OLAVIDE;906200;NUTRICION HUMANA Y DIETETICA;FACULTAD CIENCIAS EXPERIMENTALES;SD;10,576
2022;P. OLAVIDE;909007;RELACIONES INTERNACIONALES;FACULTAD DE DERECHO;SYJ;13,035
2022;P. OLAVIDE;909201;RELACIONES INTERNACIONALES + CIENCIAS POLITICAS Y DE LA ADMINISTRACION;FACULTAD DE DERECHO;SYJ;13,078
2022;P. OLAVIDE;909104;RELACIONES INTERNACIONALES + DERECHO;FACULTAD DE DERECHO;SYJ;13,262
2022;P. OLAVIDE;908003;RELACIONES LABORALES Y RECURSOS HUMANOS;FACULTAD DE DERECHO;SYJ;5,000
2022;P. OLAVIDE;942704;SOCIOLOGIA;FACULTAD DE CIENCIAS SOCIALES;SYJ;5,000
2022;P. OLAVIDE;999103;SOCIOLOGIA + CIENCIAS POLITICAS Y DE LA ADMINISTRACION;FACULTAD DE CIENCIAS SOCIALES;SYJ;5,000
2022;P. OLAVIDE;908501;TRABAJO SOCIAL;FACULTAD DE CIENCIAS SOCIALES;SYJ;8,460
2022;P. OLAVIDE;902303;TRABAJO SOCIAL + EDUCACION SOCIAL;FACULTAD DE CIENCIAS SOCIALES;SYJ;10,768
2022;P. OLAVIDE;908607;TRABAJO SOCIAL + SOCIOLOGIA;FACULTAD DE CIENCIAS SOCIALES;SYJ;6,747
2022;P. OLAVIDE;943104;TRADUCCION E INTERPRETACION ALEMAN;FACULTAD DE HUMANIDADES;AYH;5,000
2022;P. OLAVIDE;909309;TRADUCCION E INTERPRETACION ALEMAN + RELACIONES INTERNACIONALES;FACULTAD DE HUMANIDADES;SIN;13,100
2022;P. OLAVIDE;943201;TRADUCCION E INTERPRETACION FRANCES;FACULTAD DE HUMANIDADES;AYH;10,082
2022;P. OLAVIDE;909406;TRADUCCION E INTERPRETACION FRANCES + RELACIONES INTERNACIONALES;FACULTAD DE HUMANIDADES;SIN;13,640
2022;P. OLAVIDE;943309;TRADUCCION E INTERPRETACION INGLES;FACULTAD DE HUMANIDADES;AYH;10,958
